fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;trueLabel;label1;label2;label3;label4;label5
8.9;0.22;0.48;1.8;0.077;29.0;60.0;0.9968;3.39;0.53;9.4;6;5.720773339362923;-1.656201332240295;6.036757607745136;3.9620012386058683;4.674873947962764
7.6;0.39;0.31;2.3;0.08199999999999999;23.0;71.0;0.9982;3.52;0.65;9.7;5;5.182077368736683;9.948222205858302;8.516515466884186;8.158336081872191;4.954364290318289
7.9;0.43;0.21;1.6;0.106;10.0;37.0;0.9966;3.17;0.91;9.5;5;4.1013606387245725;12.055404015310582;5.249953852409126;6.439931306013456;5.20919997363835
8.5;0.49;0.11;2.3;0.084;9.0;67.0;0.9968;3.17;0.53;9.4;5;7.570889982145212;-2.6532753551989856;5.187726575756218;6.182318673146993;5.583199095324157
6.9;0.4;0.14;2.4;0.085;21.0;40.0;0.9968;3.43;0.63;9.7;6;4.156781408763726;10.109831906934591;3.5408084245541556;5.790580969058762;4.455774606446537
6.3;0.39;0.16;1.4;0.08;11.0;23.0;0.9955;3.34;0.56;9.3;5;4.3675013695048595;5.517657675387158;3.526265309255905;8.263437841037796;5.192398739639759
7.6;0.41;0.24;1.8;0.08;4.0;11.0;0.9962;3.28;0.59;9.5;5;4.966979912224356;13.66079507610913;8.451666867857874;5.686175468010007;4.017660535323646
7.9;0.43;0.21;1.6;0.106;10.0;37.0;0.9966;3.17;0.91;9.5;5;5.7554931819970445;5.831051946134385;3.8758052891560144;4.933673625778547;4.550256584571909
7.1;0.71;0.0;1.9;0.08;14.0;35.0;0.9972;3.47;0.55;9.4;5;3.915718777601592;-5.822007263653674;5.5604734781452345;6.027114343445703;4.532067500041369
7.8;0.645;0.0;2.0;0.08199999999999999;8.0;16.0;0.9964;3.38;0.59;9.8;6;4.477901671110161;-0.32769953943146035;5.428184864937774;7.981041127131072;6.318086811844797
6.7;0.675;0.07;2.4;0.08900000000000001;17.0;82.0;0.9958;3.35;0.54;10.1;5;5.252243877657712;7.103164007096609;0.8725579079035288;0.14054608915121136;4.221940160519964
6.9;0.685;0.0;2.5;0.105;22.0;37.0;0.9966;3.46;0.57;10.6;6;6.921603146565101;3.88342145655801;6.621024131865741;4.925679340730409;6.484983002467189
8.3;0.655;0.12;2.3;0.083;15.0;113.0;0.9966;3.17;0.66;9.8;5;4.730333697068861;-4.4236487266577065;3.7934185291964897;4.701933345286516;7.179424648504954
6.9;0.605;0.12;10.7;0.073;40.0;83.0;0.9993;3.45;0.52;9.4;6;6.447339493692386;1.4195103309482406;8.185256564656564;2.3232885969347623;4.841464683708243
5.2;0.32;0.25;1.8;0.10300000000000001;13.0;50.0;0.9957;3.38;0.55;9.2;5;5.876273036401031;4.7560733459220845;3.267530839355765;9.413944896648342;6.549042848185704
7.8;0.645;0.0;5.5;0.086;5.0;18.0;0.9986;3.4;0.55;9.6;6;5.038395066120484;3.785095040687765;8.014895512184848;6.006611520912005;3.4288222161930886
7.8;0.6;0.14;2.4;0.086;3.0;15.0;0.9975;3.42;0.6;10.8;6;3.5632323296220534;1.3742049570105115;5.300564204963902;6.209027739179376;5.5373581288386715
8.1;0.38;0.28;2.1;0.066;13.0;30.0;0.9968;3.23;0.73;9.7;7;4.241949928802073;4.836911397570595;4.73802465836795;8.771079974188478;2.9499750257676594
5.7;1.13;0.09;1.5;0.172;7.0;19.0;0.9940000000000001;3.5;0.48;9.8;4;4.079383992769604;6.453251283983113;5.502592756500313;8.801012642989974;3.771766363959503
7.3;0.45;0.36;5.9;0.07400000000000001;12.0;87.0;0.9978;3.33;0.83;10.5;5;3.302809059367236;11.149384138240524;3.9430176644815775;6.827606892221543;6.026941126635949
7.3;0.45;0.36;5.9;0.07400000000000001;12.0;87.0;0.9978;3.33;0.83;10.5;5;6.724722577900727;12.343567961103284;3.051448995858283;3.95499574215314;5.080806957742487
8.8;0.61;0.3;2.8;0.08800000000000001;17.0;46.0;0.9976;3.26;0.51;9.3;4;5.08061844261841;11.069896551681762;3.288416113221598;2.6933906111993466;4.5767460783753355
7.5;0.49;0.2;2.6;0.332;8.0;14.0;0.9968;3.21;0.9;10.5;6;3.798850539026182;2.7732561685498363;3.5738277363379765;10.386868460536618;6.252045939744315
8.1;0.66;0.22;2.2;0.069;9.0;23.0;0.9968;3.3;1.2;10.3;5;4.923646409886238;4.241050272407083;8.105297238895883;8.929981855139106;4.490266285288159
6.8;0.67;0.02;1.8;0.05;5.0;11.0;0.9962;3.48;0.52;9.5;5;3.0634179787916485;4.178796586305473;4.794899118392761;6.018608496054642;4.917498039464898
4.6;0.52;0.15;2.1;0.054000000000000006;8.0;65.0;0.9934;3.9;0.56;13.1;4;5.992978791114497;12.110479973756846;3.2394532703210452;0.6271674720150706;4.041781948519353
7.7;0.935;0.43;2.2;0.114;22.0;114.0;0.997;3.25;0.73;9.2;5;5.100025467413022;7.55552522711684;5.542155123003768;5.418585158617378;7.57232476858338
8.7;0.29;0.52;1.6;0.113;12.0;37.0;0.9969;3.25;0.58;9.5;5;4.415295906638731;11.292025361350166;9.155835906866248;8.33571987310956;6.3749117052247675
6.4;0.4;0.23;1.6;0.066;5.0;12.0;0.9958;3.34;0.56;9.2;5;7.216532640023971;-2.918350319770912;8.21462983052007;5.56935433742633;6.202311228210274
5.6;0.31;0.37;1.4;0.07400000000000001;12.0;96.0;0.9954;3.32;0.58;9.2;5;2.807245627761507;8.277340705164033;3.2942174911932103;4.107652084095671;4.266676220268187
8.8;0.66;0.26;1.7;0.07400000000000001;4.0;23.0;0.9971;3.15;0.74;9.2;5;5.954178436034754;0.04703000172193761;2.774045144372343;6.221839552161898;4.679569516912407
6.6;0.52;0.04;2.2;0.069;8.0;15.0;0.9956;3.4;0.63;9.4;6;6.46991779569958;8.915161139764429;3.6658654499779306;6.252241311126367;4.43189477700281
6.6;0.5;0.04;2.1;0.068;6.0;14.0;0.9955;3.39;0.64;9.4;6;2.5770807194889493;6.048882572471984;4.541417244656458;5.688889592682056;4.3462076153111795
8.6;0.38;0.36;3.0;0.081;30.0;119.0;0.997;3.2;0.56;9.4;5;4.1771468458082675;9.899560157587343;2.7117605365777955;8.25012326709757;5.601029344154774
7.6;0.51;0.15;2.8;0.11;33.0;73.0;0.9955;3.17;0.63;10.2;6;3.852952162640995;12.247442724653464;4.255265188248691;5.9242065140359035;3.5182720960007097
7.7;0.62;0.04;3.8;0.084;25.0;45.0;0.9978;3.34;0.53;9.5;5;6.912365936376554;3.432789769415715;5.334582173529509;3.478931693707124;7.3919936210690995
10.2;0.42;0.57;3.4;0.07;4.0;10.0;0.9971;3.04;0.63;9.6;5;3.910771076210449;-0.904034006479562;6.879504975011812;0.4525787071012273;5.791477668121199
7.5;0.63;0.12;5.1;0.111;50.0;110.0;0.9983;3.26;0.77;9.4;5;5.14836578677549;8.806970653200807;3.9263737648832757;5.1411033772056;4.34762764249329
7.8;0.59;0.18;2.3;0.076;17.0;54.0;0.9975;3.43;0.59;10.0;5;6.265737026436885;5.1623905806719925;4.511406017189815;3.110909890824481;5.882278623684731
7.3;0.39;0.31;2.4;0.07400000000000001;9.0;46.0;0.9962;3.41;0.54;9.4;6;6.6685632149099705;8.134411698319273;5.169542874845802;4.125362440479025;5.927470936001333
8.8;0.4;0.4;2.2;0.079;19.0;52.0;0.998;3.44;0.64;9.2;5;4.029340110099918;-1.8056294175515273;4.036898202396992;4.997804004083688;6.16013039020835
7.7;0.69;0.49;1.8;0.115;20.0;112.0;0.9968;3.21;0.71;9.3;5;6.128129244262052;6.693668360577457;3.8569866932758003;8.811551029192312;6.599736731583357
7.5;0.52;0.16;1.9;0.085;12.0;35.0;0.9968;3.38;0.62;9.5;7;4.15920839501238;6.082048241214327;5.021675370706304;4.491091019940428;3.7822657389486425
7.0;0.735;0.05;2.0;0.081;13.0;54.0;0.9966;3.39;0.57;9.8;5;3.914054992970719;4.459540232078775;6.200272970126333;5.9318800825690365;5.58835555432106
7.2;0.725;0.05;4.65;0.086;4.0;11.0;0.9962;3.41;0.39;10.9;5;2.6614574915463796;-2.7067583296913744;6.463631367282257;5.958725614136337;4.995891178046761
7.2;0.725;0.05;4.65;0.086;4.0;11.0;0.9962;3.41;0.39;10.9;5;3.4477157478357183;11.66740125254773;5.8681810964257926;5.378784663101841;5.788348913305209
7.5;0.52;0.11;1.5;0.079;11.0;39.0;0.9968;3.42;0.58;9.6;5;6.051682287147188;10.811724843036503;5.17326923110061;7.223434900264955;6.4931342781701975
6.6;0.705;0.07;1.6;0.076;6.0;15.0;0.9962;3.44;0.58;10.7;5;2.9373713569073865;3.7574333181094683;5.014991437024006;3.393234498142006;4.529316552380544
9.3;0.32;0.57;2.0;0.07400000000000001;27.0;65.0;0.9969;3.28;0.79;10.7;5;6.92368221626058;4.004970377866426;0.9500069301505469;3.303842471543547;4.987565178712049
8.0;0.705;0.05;1.9;0.07400000000000001;8.0;19.0;0.9962;3.34;0.95;10.5;6;4.436088386651792;5.136193937612257;5.955581436887006;6.178525514863579;3.3212108776091225
7.7;0.63;0.08;1.9;0.076;15.0;27.0;0.9967;3.32;0.54;9.5;6;4.530765664066709;4.007990443967721;5.305074652198055;4.311617040711108;6.734097845329106
7.7;0.67;0.23;2.1;0.08800000000000001;17.0;96.0;0.9962;3.32;0.48;9.5;5;4.836807175904779;10.341960977658864;1.010554443450724;6.630982004431754;3.677379217140823
7.7;0.69;0.22;1.9;0.084;18.0;94.0;0.9961;3.31;0.48;9.5;5;6.94528740430616;0.7700715921544834;3.383533134514189;3.3797481480165152;3.108448781146878
8.3;0.675;0.26;2.1;0.084;11.0;43.0;0.9976;3.31;0.53;9.2;4;6.628301126540462;11.247783232144016;6.840941722702573;7.731054974880399;5.292076720831749
9.7;0.32;0.54;2.5;0.094;28.0;83.0;0.9984;3.28;0.82;9.6;5;4.334788461484644;12.152544408494034;4.799508913654852;7.536642393140438;6.708128395776274
8.8;0.41;0.64;2.2;0.09300000000000001;9.0;42.0;0.9986;3.54;0.66;10.5;5;4.978653490472386;-0.39449835596403116;4.623097764648609;2.589615709534776;3.8949443765263356
8.8;0.41;0.64;2.2;0.09300000000000001;9.0;42.0;0.9986;3.54;0.66;10.5;5;7.303780364663796;0.030064841483492977;4.6054000550425265;9.277479842656902;5.4540002596658725
6.8;0.785;0.0;2.4;0.10400000000000001;14.0;30.0;0.9966;3.52;0.55;10.7;6;6.2212263442993985;7.341847337233949;7.095298429461227;2.6791048696231172;5.639956381941808
6.7;0.75;0.12;2.0;0.086;12.0;80.0;0.9958;3.38;0.52;10.1;5;3.7702791404254485;10.635679987635275;5.163231822111382;5.382824198162581;6.594752819883515
8.3;0.625;0.2;1.5;0.08;27.0;119.0;0.9972;3.16;1.12;9.1;4;3.8766268715597643;4.6386548365987865;2.8797635917405966;1.7258097303899111;4.635340593637329
6.2;0.45;0.2;1.6;0.069;3.0;15.0;0.9958;3.41;0.56;9.2;5;5.838456878327401;3.8978909953176974;6.395262337529917;6.778522145182674;6.665488732428146
7.8;0.43;0.7;1.9;0.46399999999999997;22.0;67.0;0.9974;3.13;1.28;9.4;5;6.361353067277678;5.779479598229205;7.143650070291294;4.283848562621879;4.557601995818771
7.4;0.5;0.47;2.0;0.086;21.0;73.0;0.997;3.36;0.57;9.1;5;5.104607125192339;3.7116043708114668;5.144620442116369;5.5747646812081735;5.646972734425953
7.3;0.67;0.26;1.8;0.401;16.0;51.0;0.9969;3.16;1.14;9.4;5;3.5237641340661865;6.316210095154052;5.25656575420539;3.659680766301158;4.398788616254154
6.3;0.3;0.48;1.8;0.069;18.0;61.0;0.9959;3.44;0.78;10.3;6;5.465046400070145;-1.525599127732021;1.3255239144788682;5.8274420577409085;6.6604120123717605
6.9;0.55;0.15;2.2;0.076;19.0;40.0;0.9961;3.41;0.59;10.1;5;4.066888549537251;9.887724559325576;6.989281991401565;5.004742173800708;4.8613771282529
8.6;0.49;0.28;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;9.9;6;4.471624577879288;5.392604961969208;5.2609755638933295;6.1738933101232805;5.562322882959811
7.7;0.49;0.26;1.9;0.062;9.0;31.0;0.9966;3.39;0.64;9.6;5;5.197535533023588;3.253009130747779;4.322278344606273;10.559633279355403;6.093718930343919
9.3;0.39;0.44;2.1;0.107;34.0;125.0;0.9978;3.14;1.22;9.5;5;4.5303442943270795;1.539080115596287;5.2681296279766565;3.965998423522377;4.388612225039116
7.0;0.62;0.08;1.8;0.076;8.0;24.0;0.9978;3.48;0.53;9.0;5;3.634729905553276;1.694275779126464;5.174463201688203;5.907434324093701;3.066933450952814
7.9;0.52;0.26;1.9;0.079;42.0;140.0;0.9964;3.23;0.54;9.5;5;4.752586115652978;3.5475340007970906;4.648318193284878;-1.1211507417260718;5.269744238405364
8.6;0.49;0.28;1.9;0.11;20.0;136.0;0.9972;2.93;1.95;9.9;6;2.164497379033367;-1.0537583658843808;5.397985114501633;5.32919642660173;3.9838465655032858
8.6;0.49;0.29;2.0;0.11;19.0;133.0;0.9972;2.93;1.98;9.8;5;2.930670238946012;3.610868644607387;5.247463860801132;10.350505314487965;2.2765291268568255
7.7;0.49;0.26;1.9;0.062;9.0;31.0;0.9966;3.39;0.64;9.6;5;7.173866203737145;10.104733261317769;2.748006693344014;6.449530136235563;3.595357482869714
5.0;1.02;0.04;1.4;0.045;41.0;85.0;0.9938;3.75;0.48;10.5;4;5.694554301854341;-0.21281757868332463;7.772536924833681;6.666909931467332;5.544192092144169
4.7;0.6;0.17;2.3;0.057999999999999996;17.0;106.0;0.9932;3.85;0.6;12.9;6;4.932010554247115;3.3059674042659113;5.939175587288949;3.4488659295429986;5.400164132299304
6.8;0.775;0.0;3.0;0.102;8.0;23.0;0.9965;3.45;0.56;10.7;5;7.357942797120013;3.535571780025615;9.29588932054348;8.20340767389854;2.977791587867548
7.0;0.5;0.25;2.0;0.07;3.0;22.0;0.9963;3.25;0.63;9.2;5;5.251209327025755;3.509864247798123;5.107456732426793;6.913438165493705;3.1407502909422123
7.6;0.9;0.06;2.5;0.079;5.0;10.0;0.9967;3.39;0.56;9.8;5;5.913476820465211;4.322272240900631;4.963416095055176;3.2686862764733933;4.796501248725772
8.1;0.545;0.18;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;9.0;6;2.464282339799563;4.972676949988551;6.5911999786377296;3.977268337617466;3.250415212626023
8.3;0.61;0.3;2.1;0.084;11.0;50.0;0.9972;3.4;0.61;10.2;6;3.609117308772934;7.48654770911504;3.8146154678645336;7.539709536683922;5.832836044921415
7.8;0.5;0.3;1.9;0.075;8.0;22.0;0.9959;3.31;0.56;10.4;6;5.157291117124736;4.969929222471019;5.061682671027159;6.825013325354297;4.450782834419858
8.1;0.545;0.18;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;9.0;6;4.804067603738257;4.576285047093148;5.32126500797468;6.871483936500846;5.116077090124938
8.1;0.575;0.22;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;9.2;5;5.343016558801539;6.630083982589839;3.2380975596030783;6.032926273171124;5.836336625627815
7.2;0.49;0.24;2.2;0.07;5.0;36.0;0.996;3.33;0.48;9.4;5;6.065216184900401;6.712620711713363;3.308275126574644;9.147572254655614;6.521173624672521
8.1;0.575;0.22;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;9.2;5;3.3769856683643247;1.6668263042235356;3.9418974667543942;2.2399089562544914;6.255758704870894
7.8;0.41;0.68;1.7;0.467;18.0;69.0;0.9973;3.08;1.31;9.3;5;4.332539404959796;3.4957042446121718;2.921322363180367;7.797747275085294;6.493753800507154
6.2;0.63;0.31;1.7;0.08800000000000001;15.0;64.0;0.9969;3.46;0.79;9.3;5;4.166761571692696;9.176610865885614;5.333652946593459;5.172479961327591;4.347673431022198
8.0;0.33;0.53;2.5;0.091;18.0;80.0;0.9976;3.37;0.8;9.6;6;6.308005669733016;-4.748744471679084;5.432939077983859;9.921443784001152;4.045911477468316
8.1;0.785;0.52;2.0;0.122;37.0;153.0;0.9969;3.21;0.69;9.3;5;4.180728101626929;5.402547235899587;6.308565159402197;7.586723516459518;4.465292565152491
7.8;0.56;0.19;1.8;0.10400000000000001;12.0;47.0;0.9964;3.19;0.93;9.5;5;7.365524752962344;3.7898699390315596;5.343156826974125;7.197872917433692;2.826638501037554
8.4;0.62;0.09;2.2;0.084;11.0;108.0;0.9964;3.15;0.66;9.8;5;5.205877273119148;5.415712127549025;4.57020947191051;6.135452763967168;4.467238024690954
8.4;0.6;0.1;2.2;0.085;14.0;111.0;0.9964;3.15;0.66;9.8;5;7.50306628012137;1.0663313907031795;3.2178811170111716;0.9491815386403735;6.3652351489906716
10.1;0.31;0.44;2.3;0.08;22.0;46.0;0.9988;3.32;0.67;9.7;6;4.10181570483055;2.89975749079273;2.341433192107679;6.6284268243558815;5.4006261754939935
7.8;0.56;0.19;1.8;0.10400000000000001;12.0;47.0;0.9964;3.19;0.93;9.5;5;3.7237369572760644;7.516790479522519;7.1770370947694175;4.159193854876284;3.5572741286179475
9.4;0.4;0.31;2.2;0.09;13.0;62.0;0.9966;3.07;0.63;10.5;6;5.294011004485102;4.430570403516686;5.091694189181468;6.754979122979719;3.8905521237078426
8.3;0.54;0.28;1.9;0.077;11.0;40.0;0.9978;3.39;0.61;10.0;6;5.843105660243165;6.1128747140403465;2.815906275602774;3.4684849851578274;3.866865965184296
7.8;0.56;0.12;2.0;0.08199999999999999;7.0;28.0;0.997;3.37;0.5;9.4;6;5.909359475267486;0.9299173782774659;6.057318495508513;4.807226291275261;5.4600032385149015
8.8;0.55;0.04;2.2;0.11900000000000001;14.0;56.0;0.9962;3.21;0.6;10.9;6;3.4517531481451886;6.378157511381817;5.234332859457311;0.6799584690043545;5.776587227023009
7.0;0.69;0.08;1.8;0.09699999999999999;22.0;89.0;0.9959;3.34;0.54;9.2;6;5.749759975320469;8.369725134642577;5.504895791061786;1.7997498264347827;5.175593834645358
7.3;1.07;0.09;1.7;0.17800000000000002;10.0;89.0;0.9962;3.3;0.57;9.0;5;6.466333200450534;0.8324832996359124;7.068580398751003;12.385415609912062;5.381207700696442
8.8;0.55;0.04;2.2;0.11900000000000001;14.0;56.0;0.9962;3.21;0.6;10.9;6;3.3496148949800064;8.519702981703185;5.141704407843844;4.859660095825071;2.235477517229295
7.3;0.695;0.0;2.5;0.075;3.0;13.0;0.998;3.49;0.52;9.2;5;5.115965271376044;-0.23489479165415972;4.414047551221752;3.867973225305226;5.24595064941278
8.0;0.71;0.0;2.6;0.08;11.0;34.0;0.9976;3.44;0.53;9.5;5;6.24078245088583;7.5830904381283;3.820106987674377;6.596523594728537;1.930513149871
7.8;0.5;0.17;1.6;0.08199999999999999;21.0;102.0;0.996;3.39;0.48;9.5;5;4.938411616447091;7.932877712798982;6.660841319697897;5.261713713612117;5.746800969182406
9.0;0.62;0.04;1.9;0.146;27.0;90.0;0.9984;3.16;0.7;9.4;5;4.963416482157823;1.9895392907124947;4.881488986753345;1.4031015855192646;5.649607502839846
8.2;1.33;0.0;1.7;0.081;3.0;12.0;0.9964;3.53;0.49;10.9;5;4.4273227148051655;9.648405833918575;5.999197504825251;6.213700069429178;6.498093886547591
8.1;1.33;0.0;1.8;0.08199999999999999;3.0;12.0;0.9964;3.54;0.48;10.9;5;5.513763865637545;0.09448614106983122;4.308406262837719;5.030287649132416;4.204941836326917
8.0;0.59;0.16;1.8;0.065;3.0;16.0;0.9962;3.42;0.92;10.5;7;2.811014014866495;1.8917815917123253;7.827348984004895;3.9015263051216627;4.842650073245203
6.1;0.38;0.15;1.8;0.07200000000000001;6.0;19.0;0.9955;3.42;0.57;9.4;5;6.453788652038904;1.6582596691463722;6.194993629963049;1.086914488632186;5.210968619556381
8.0;0.745;0.56;2.0;0.11800000000000001;30.0;134.0;0.9968;3.24;0.66;9.4;5;4.331596057053174;8.270298250746073;5.935065971161981;5.027636085918224;6.634974503198771
5.6;0.5;0.09;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;13.0;5;3.5546666571518672;-4.544219712284455;5.672191220933315;10.10946336036345;3.8902553732686735
5.6;0.5;0.09;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;13.0;5;4.282819066031627;8.463773029156433;4.892259377295292;4.239138149675626;4.7182721352319374
6.6;0.5;0.01;1.5;0.06;17.0;26.0;0.9952;3.4;0.58;9.8;6;5.073684886406538;7.7853874351833765;5.891690874208016;7.124702906976125;2.72148377835871
7.9;1.04;0.05;2.2;0.084;13.0;29.0;0.9959;3.22;0.55;9.9;6;3.1961339130238064;3.59998076084214;5.8652217780026294;7.316172654953974;4.9643086319610585
8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;5;5.348738965746213;2.4811812790924357;2.1341984180441638;8.062840673770246;5.192956242268879
8.3;0.715;0.15;1.8;0.08900000000000001;10.0;52.0;0.9968;3.23;0.77;9.5;5;5.92145646307311;2.2326157924356274;4.245270655882891;7.6326792043296745;4.123921184118998
7.2;0.415;0.36;2.0;0.081;13.0;45.0;0.9972;3.48;0.64;9.2;5;6.39749647494948;7.724872101823456;3.833789336207554;6.533357779666264;4.017632134442054
7.8;0.56;0.19;2.1;0.081;15.0;105.0;0.9962;3.33;0.54;9.5;5;3.8483148733480723;3.708963069104306;5.842181894345173;5.371933881040009;7.330539928681208
7.8;0.56;0.19;2.0;0.081;17.0;108.0;0.9962;3.32;0.54;9.5;5;5.949816281353626;7.277216968898074;4.646418946551578;3.3308215771088587;2.609657531151333
8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;5;4.271067753677326;4.558555453771581;3.9164714075105165;3.601385121998473;7.007784085290991
8.3;0.715;0.15;1.8;0.08900000000000001;10.0;52.0;0.9968;3.23;0.77;9.5;5;5.711762125320137;7.031058343449322;2.82773233834747;5.424362785216739;7.354289511349356
5.2;0.34;0.0;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;14.0;6;3.4044497101203763;9.840306481214043;5.865680619613511;6.847636348259338;4.732320420492683
6.3;0.39;0.08;1.7;0.066;3.0;20.0;0.9954;3.34;0.58;9.4;5;3.227401381398985;5.923960473854439;5.394024530845304;4.420524397417936;4.03524751267544
5.2;0.34;0.0;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;14.0;6;4.030972279905843;-0.21788959393597107;5.571593395906115;7.118976389067804;2.4445803408619304
8.1;0.67;0.55;1.8;0.11699999999999999;32.0;141.0;0.9968;3.17;0.62;9.4;5;5.909153930245016;8.122968468512784;5.451052562255054;2.480837731687165;4.218358665059544
5.8;0.68;0.02;1.8;0.087;21.0;94.0;0.9944;3.54;0.52;10.0;5;6.482775444805419;-0.7004723240450685;2.22134284547624;5.096422131166409;4.935341197730171
7.6;0.49;0.26;1.6;0.23600000000000002;10.0;88.0;0.9968;3.11;0.8;9.3;5;4.603936416544768;5.340512460090364;4.6171937786738;1.7054310853558654;3.9458834163114895
6.9;0.49;0.1;2.3;0.07400000000000001;12.0;30.0;0.9959;3.42;0.58;10.2;6;5.175718384635247;1.3334748313052613;4.380775379859367;6.843029563643338;5.294743022445395
8.2;0.4;0.44;2.8;0.08900000000000001;11.0;43.0;0.9975;3.53;0.61;10.5;6;5.251716959271164;2.6740578381766857;7.684410542088365;3.4228256079706902;3.923070673829944
7.3;0.33;0.47;2.1;0.077;5.0;11.0;0.9958;3.33;0.53;10.3;6;3.259091733244835;8.198311929616773;5.833820919820897;3.9067984465206926;4.363986056033548
9.2;0.52;1.0;3.4;0.61;32.0;69.0;0.9996;2.74;2.0;9.4;4;6.728988521278133;4.252199315873414;8.45743533461951;3.3378738404785357;5.396222210485145
7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;5;3.3541369757266897;7.058874971348129;2.080195480196706;13.592655737142916;4.1169903668079435
7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;5;5.0956952597753205;4.800815833435044;6.041887907205028;2.3758782889753607;4.6303234593039555
